frame,t,f_number,exposure_s,iso,master_gain_db,white_balance_raw,ext_magnification_pct,gyro_abs_mean,accel_mean_x,accel_mean_y,accel_mean_z
171,5.7057,5.61156555446709,0.015625,250,8,33,100,73.37373737373737,-1701.1,-505.8,8109.5
172,5.7391,5.61156555446709,0.015625,250,8,33,100,72.60696517412936,-1695.7,-507.9,8110.9
173,5.7724,5.61156555446709,0.015625,250,8,33,100,72.09950248756219,-1702.1,-507.8,8111.6
174,5.8058,5.61156555446709,0.015625,250,8,33,100,72.87562189054727,-1701.7,-507.5,8109.9
175,5.8392,5.61156555446709,0.015625,250,8,33,100,72.65656565656566,-1697.4,-507.6,8109.4
176,5.8725,5.61156555446709,0.015625,250,8,33,100,73.17412935323384,-1700.3,-506.1,8112.0
177,5.9059,5.61156555446709,0.015625,250,8,33,100,73.0049751243781,-1697.9,-507.1,8112.6
178,5.9393,5.61156555446709,0.015625,250,8,33,100,72.52020202020202,-1700.4,-506.8,8110.7
179,5.9726,5.61156555446709,0.015625,250,8,33,100,72.97512437810946,-1701.4,-506.8,8108.5
180,6.006,5.61156555446709,0.015625,250,8,33,100,72.48756218905473,-1692.9,-506.0,8109.3
181,6.0394,5.61156555446709,0.015625,250,8,33,100,71.34328358208955,-1701.1,-503.0,8110.2
182,6.0727,5.61156555446709,0.015625,250,8,33,100,73.29292929292929,-1697.7,-506.8,8108.1
183,6.1061,5.61156555446709,0.015625,250,8,33,100,71.51741293532338,-1697.2,-507.9,8109.9
184,6.1395,5.61156555446709,0.015625,250,8,33,100,73.95024875621891,-1703.6,-507.9,8108.7
185,6.1728,5.61156555446709,0.015625,250,8,33,100,72.7860696517413,-1694.9,-505.6,8113.2
186,6.2062,5.61156555446709,0.015625,250,8,33,100,73.17171717171718,-1701.4,-506.6,8112.7
187,6.2396,5.61156555446709,0.015625,250,8,33,100,72.69154228855722,-1696.5,-506.3,8111.9
188,6.2729,5.61156555446709,0.015625,250,8,33,100,71.636815920398,-1700.0,-506.4,8111.5
189,6.3063,5.61156555446709,0.015625,250,8,33,100,73.44776119402985,-1702.2,-507.7,8111.1
190,6.3397,5.61156555446709,0.015625,250,8,33,100,72.71212121212122,-1698.7,-508.5,8109.6
191,6.373,5.61156555446709,0.015625,250,8,33,100,72.14427860696517,-1699.9,-507.9,8109.8
192,6.4064,5.61156555446709,0.015625,250,8,33,100,72.25373134328358,-1703.0,-510.2,8111.8
193,6.4398,5.61156555446709,0.015625,250,8,33,100,73.48989898989899,-1696.2,-506.4,8114.2
194,6.4731,5.61156555446709,0.015625,250,8,33,100,72.14427860696517,-1701.9,-508.3,8108.7
195,6.5065,5.61156555446709,0.015625,250,8,33,100,72.1044776119403,-1701.0,-508.0,8109.6
196,6.5399,5.61156555446709,0.015625,250,8,33,100,72.14925373134328,-1704.2,-506.1,8109.5
197,6.5732,5.61156555446709,0.015625,250,8,33,100,72.89393939393939,-1701.2,-506.6,8114.1
198,6.6066,5.61156555446709,0.015625,250,8,33,100,73.46268656716418,-1697.1,-504.7,8110.6
199,6.64,5.61156555446709,0.015625,250,8,33,100,71.8905472636816,-1702.8,-506.1,8109.2
200,6.6733,5.61156555446709,0.015625,250,8,33,100,72.80099502487562,-1702.3,-505.3,8110.5
201,6.7067,5.61156555446709,0.015625,250,8,33,100,72.24747474747475,-1696.6,-507.3,8114.8
202,6.7401,5.61156555446709,0.015625,250,8,33,100,71.69154228855722,-1700.4,-507.6,8111.9
203,6.7734,5.61156555446709,0.015625,250,8,33,100,72.8955223880597,-1703.6,-508.4,8107.9
204,6.8068,5.61156555446709,0.015625,250,8,33,100,72.85074626865672,-1698.5,-506.6,8109.7
205,6.8402,5.61156555446709,0.015625,250,8,33,100,72.37878787878788,-1705.2,-506.7,8112.2
206,6.8735,5.61156555446709,0.015625,250,8,33,100,72.35323383084577,-1697.7,-505.8,8111.9
207,6.9069,5.61156555446709,0.015625,250,8,33,100,72.72139303482587,-1700.4,-510.8,8112.1
208,6.9403,5.61156555446709,0.015625,250,8,33,100,72.15656565656566,-1700.0,-506.3,8113.8
209,6.9736,5.61156555446709,0.015625,250,8,33,100,72.57213930348259,-1701.9,-507.9,8111.9
210,7.007,5.61156555446709,0.015625,250,8,33,100,71.93034825870647,-1700.7,-503.7,8112.9
211,7.0404,5.61156555446709,0.015625,250,8,33,100,73.49253731343283,-1701.8,-507.4,8111.5
212,7.0737,5.61156555446709,0.015625,250,8,33,100,71.75252525252525,-1700.3,-504.1,8110.9
213,7.1071,5.61156555446709,0.015625,250,8,33,100,73.30845771144278,-1703.6,-508.8,8111.1
214,7.1405,5.61156555446709,0.015625,250,8,33,100,73.05970149253731,-1700.2,-510.9,8110.7
215,7.1738,5.61156555446709,0.015625,250,8,33,100,73.21890547263682,-1696.5,-502.7,8109.9
216,7.2072,5.61156555446709,0.015625,250,8,33,100,71.46969696969697,-1703.5,-505.5,8113.7
217,7.2406,5.61156555446709,0.015625,250,8,33,100,73.46268656716418,-1702.6,-506.9,8110.9
218,7.2739,5.61156555446709,0.015625,250,8,33,100,71.66666666666667,-1697.5,-505.2,8109.3
219,7.3073,5.61156555446709,0.015625,250,8,33,100,72.54726368159204,-1702.5,-505.2,8112.0
220,7.3407,5.61156555446709,0.015625,250,8,33,100,72.9090909090909,-1699.1,-507.6,8111.1
221,7.374,5.61156555446709,0.015625,250,8,33,100,72.61194029850746,-1702.2,-508.1,8109.8
222,7.4074,5.61156555446709,0.015625,250,8,33,100,72.16417910447761,-1697.3,-506.7,8112.1
223,7.4408,5.61156555446709,0.015625,250,8,33,100,71.8080808080808,-1699.2,-502.7,8115.2
224,7.4741,5.61156555446709,0.015625,250,8,33,100,73.16417910447761,-1701.2,-506.2,8110.4
225,7.5075,5.61156555446709,0.015625,250,8,33,100,72.42288557213931,-1697.4,-504.7,8113.6
226,7.5409,5.61156555446709,0.015625,250,8,33,100,72.78109452736318,-1704.0,-508.3,8111.1
227,7.5742,5.61156555446709,0.015625,250,8,33,100,73.12121212121212,-1702.2,-508.2,8113.3
228,7.6076,5.61156555446709,0.015625,250,8,33,100,72.86069651741293,-1696.1,-506.9,8113.1
229,7.641,5.61156555446709,0.015625,250,8,33,100,72.58706467661692,-1699.6,-504.0,8111.6
230,7.6743,5.61156555446709,0.015625,250,8,33,100,72.81592039800995,-1699.3,-506.4,8111.8
231,7.7077,5.61156555446709,0.015625,250,8,33,100,72.85353535353535,-1698.5,-505.8,8109.4
232,7.7411,5.61156555446709,0.015625,250,8,33,100,72.55223880597015,-1700.3,-504.8,8114.5
233,7.7744,5.61156555446709,0.015625,250,8,33,100,72.69154228855722,-1700.0,-509.2,8112.4
234,7.8078,5.61156555446709,0.015625,250,8,33,100,71.90049751243781,-1705.2,-507.4,8110.8
235,7.8412,5.61156555446709,0.015625,250,8,33,100,72.76767676767676,-1698.4,-507.7,8112.7
236,7.8745,5.61156555446709,0.015625,250,8,33,100,71.65174129353234,-1699.3,-506.1,8109.4
237,7.9079,5.61156555446709,0.015625,250,8,33,100,72.68159203980099,-1696.1,-505.6,8109.8
238,7.9413,5.61156555446709,0.015625,250,8,33,100,72.03535353535354,-1700.6,-510.9,8111.9
239,7.9746,5.61156555446709,0.015625,250,8,33,100,72.92039800995025,-1699.6,-507.2,8112.9
240,8.008,5.61156555446709,0.015625,250,8,33,100,73.1044776119403,-1700.3,-509.3,8110.1
241,8.0414,5.61156555446709,0.015625,250,8,33,100,72.11442786069652,-1699.3,-507.2,8111.5
242,8.0747,5.61156555446709,0.015625,250,8,33,100,73.22222222222223,-1699.7,-502.4,8114.8
243,8.1081,5.61156555446709,0.015625,250,8,33,100,73.05970149253731,-1701.1,-504.0,8113.5
244,8.1415,5.61156555446709,0.015625,250,8,33,100,73.18905472636816,-1701.6,-505.8,8109.5
245,8.1748,5.61156555446709,0.015625,250,8,33,100,72.79601990049751,-1698.5,-506.1,8110.6
246,8.2082,5.61156555446709,0.015625,250,8,33,100,72.54040404040404,-1701.1,-506.8,8109.5
247,8.2416,5.61156555446709,0.015625,250,8,33,100,72.72139303482587,-1697.9,-507.1,8111.1
248,8.2749,5.61156555446709,0.015625,250,8,33,100,73.54228855721394,-1696.8,-507.4,8113.8
249,8.3083,5.61156555446709,0.015625,250,8,33,100,72.30845771144278,-1701.2,-505.2,8112.7
250,8.3417,5.61156555446709,0.015625,250,8,33,100,72.45959595959596,-1699.0,-505.6,8111.8
251,8.375,5.61156555446709,0.015625,250,8,33,100,72.88557213930348,-1700.9,-504.0,8114.6
252,8.4084,5.61156555446709,0.015625,250,8,33,100,73.2587064676617,-1701.1,-506.2,8112.6
253,8.4418,5.61156555446709,0.015625,250,8,33,100,72.21212121212122,-1694.2,-505.3,8111.3
254,8.4751,5.61156555446709,0.015625,250,8,33,100,72.80597014925372,-1700.7,-508.4,8114.1
255,8.5085,5.61156555446709,0.015625,250,8,33,100,73.18905472636816,-1700.2,-507.4,8113.1
256,8.5419,5.61156555446709,0.015625,250,8,33,100,72.83582089552239,-1696.6,-507.7,8114.9
257,8.5752,5.61156555446709,0.015625,250,8,33,100,72.04545454545455,-1698.8,-510.3,8109.8
258,8.6086,5.61156555446709,0.015625,250,8,33,100,71.87562189054727,-1699.9,-505.7,8108.3
259,8.642,5.61156555446709,0.015625,250,8,33,100,73.20398009950249,-1703.0,-506.6,8115.8
260,8.6753,5.61156555446709,0.015625,250,8,33,100,73.05472636815921,-1703.4,-505.2,8113.7
261,8.7087,5.61156555446709,0.015625,250,8,33,100,72.9090909090909,-1701.4,-502.3,8110.7
262,8.7421,5.61156555446709,0.015625,250,8,33,100,74.35323383084577,-1702.4,-503.0,8114.5
263,8.7754,5.61156555446709,0.015625,250,8,33,100,72.8407960199005,-1699.5,-507.1,8112.7
264,8.8088,5.61156555446709,0.015625,250,8,33,100,72.48258706467662,-1702.1,-506.3,8111.9
265,8.8422,5.61156555446709,0.015625,250,8,33,100,72.57070707070707,-1699.1,-508.0,8114.7
