frame,t,f_number,exposure_s,iso,master_gain_db,white_balance_raw,ext_magnification_pct,gyro_abs_mean,accel_mean_x,accel_mean_y,accel_mean_z
721,24.0574,5.61156555446709,0.015625,250,8,33,100,73.16915422885572,-1695.7,-508.2,8111.9
722,24.0907,5.61156555446709,0.015625,250,8,33,100,73.29292929292929,-1701.5,-506.6,8112.5
723,24.1241,5.61156555446709,0.015625,250,8,33,100,73.16915422885572,-1700.2,-508.6,8111.8
724,24.1575,5.61156555446709,0.015625,250,8,33,100,72.48258706467662,-1702.9,-507.4,8113.6
725,24.1908,5.61156555446709,0.015625,250,8,33,100,73.50248756218906,-1701.3,-504.7,8112.1
726,24.2242,5.61156555446709,0.015625,250,8,33,100,71.83838383838383,-1698.6,-506.6,8115.2
727,24.2576,5.61156555446709,0.015625,250,8,33,100,72.14427860696517,-1703.3,-504.4,8110.9
728,24.2909,5.61156555446709,0.015625,250,8,33,100,72.56716417910448,-1701.0,-510.3,8113.5
729,24.3243,5.61156555446709,0.015625,250,8,33,100,72.34825870646766,-1699.2,-508.9,8109.6
730,24.3577,5.61156555446709,0.015625,250,8,33,100,73.29292929292929,-1698.2,-503.3,8113.2
731,24.391,5.61156555446709,0.015625,250,8,33,100,72.72636815920399,-1698.3,-504.6,8111.4
732,24.4244,5.61156555446709,0.015625,250,8,33,100,72.72139303482587,-1703.2,-506.9,8114.5
733,24.4578,5.61156555446709,0.015625,250,8,33,100,72.68686868686869,-1697.3,-506.0,8111.8
734,24.4911,5.61156555446709,0.015625,250,8,33,100,70.5223880597015,-1699.1,-506.5,8115.9
735,24.5245,5.61156555446709,0.015625,250,8,33,100,73.77611940298507,-1701.0,-504.2,8114.8
736,24.5579,5.61156555446709,0.015625,250,8,33,100,71.48756218905473,-1694.1,-507.9,8112.0
737,24.5912,5.61156555446709,0.015625,250,8,33,100,73.47979797979798,-1707.7,-504.5,8114.5
738,24.6246,5.61156555446709,0.015625,250,8,33,100,73.28358208955224,-1697.0,-511.0,8114.7
739,24.658,5.61156555446709,0.015625,250,8,33,100,73.05472636815921,-1701.7,-507.2,8114.2
740,24.6913,5.61156555446709,0.015625,250,8,33,100,73.2139303482587,-1700.4,-513.7,8113.6
741,24.7247,5.61156555446709,0.015625,250,8,33,100,71.06060606060606,-1697.6,-505.2,8113.0
742,24.7581,5.61156555446709,0.015625,250,8,33,100,73.39800995024876,-1701.0,-505.8,8108.6
743,24.7914,5.61156555446709,0.015625,250,8,33,100,72.5223880597015,-1693.2,-505.4,8114.0
744,24.8248,5.61156555446709,0.015625,250,8,33,100,73.09950248756219,-1706.9,-504.6,8112.1
745,24.8582,5.61156555446709,0.015625,250,8,33,100,73.60606060606061,-1696.2,-510.3,8110.1
746,24.8915,5.61156555446709,0.015625,250,8,33,100,72.40298507462687,-1700.2,-505.4,8109.3
747,24.9249,5.61156555446709,0.015625,250,8,33,100,73.78109452736318,-1703.1,-502.9,8110.2
748,24.9583,5.61156555446709,0.015625,250,8,33,100,72.0909090909091,-1698.4,-504.6,8111.1
749,24.9916,5.61156555446709,0.015625,250,8,33,100,73.03980099502488,-1711.0,-505.9,8112.2
750,25.025,5.61156555446709,0.015625,250,8,33,100,73.44776119402985,-1693.5,-505.3,8112.6
751,25.0584,5.61156555446709,0.015625,250,8,33,100,71.05472636815921,-1699.1,-507.3,8112.8
752,25.0917,5.61156555446709,0.015625,250,8,33,100,73.95959595959596,-1702.0,-506.6,8114.1
753,25.1251,5.61156555446709,0.015625,250,8,33,100,71.39800995024876,-1695.9,-506.9,8106.8
754,25.1585,5.61156555446709,0.015625,250,8,33,100,72.25373134328358,-1706.7,-505.2,8111.6
755,25.1918,5.61156555446709,0.015625,250,8,33,100,73.60199004975124,-1697.3,-509.4,8111.7
756,25.2252,5.61156555446709,0.015625,250,8,33,100,70.73737373737374,-1698.0,-508.3,8113.3
757,25.2586,5.61156555446709,0.015625,250,8,33,100,74.05970149253731,-1705.2,-507.2,8112.0
758,25.2919,5.61156555446709,0.015625,250,8,33,100,72.51741293532338,-1698.7,-504.3,8111.7
759,25.3253,5.61156555446709,0.015625,250,8,33,100,72.88557213930348,-1701.2,-507.1,8111.2
760,25.3587,5.61156555446709,0.015625,250,8,33,100,73.04545454545455,-1698.9,-508.1,8111.8
761,25.392,5.61156555446709,0.015625,250,8,33,100,71.69651741293532,-1697.8,-510.2,8107.4
762,25.4254,5.61156555446709,0.015625,250,8,33,100,73.16417910447761,-1703.1,-503.0,8111.0
763,25.4588,5.61156555446709,0.015625,250,8,33,100,72.52525252525253,-1697.1,-505.3,8110.8
764,25.4921,5.61156555446709,0.015625,250,8,33,100,72.76616915422886,-1699.8,-507.0,8106.9
765,25.5255,5.61156555446709,0.015625,250,8,33,100,72.3731343283582,-1701.3,-504.7,8113.2
766,25.5589,5.61156555446709,0.015625,250,8,33,100,71.88557213930348,-1701.1,-504.0,8113.0
767,25.5922,5.61156555446709,0.015625,250,8,33,100,73.71717171717172,-1701.5,-506.8,8110.5
768,25.6256,5.61156555446709,0.015625,250,8,33,100,72.60696517412936,-1700.3,-504.5,8111.2
769,25.659,5.61156555446709,0.015625,250,8,33,100,72.71144278606965,-1701.3,-503.3,8112.0
770,25.6923,5.61156555446709,0.015625,250,8,33,100,74.2139303482587,-1702.1,-507.3,8112.7
771,25.7257,5.61156555446709,0.015625,250,8,33,100,73.17171717171718,-1698.9,-507.1,8112.2
772,25.7591,5.61156555446709,0.015625,250,8,33,100,72.35820895522389,-1702.7,-506.4,8109.1
773,25.7924,5.61156555446709,0.015625,250,8,33,100,74.23383084577114,-1703.5,-505.8,8111.2
774,25.8258,5.61156555446709,0.015625,250,8,33,100,71.72636815920399,-1693.5,-504.5,8113.1
775,25.8592,5.61156555446709,0.015625,250,8,33,100,71.68686868686869,-1708.2,-504.4,8111.8
776,25.8925,5.61156555446709,0.015625,250,8,33,100,74.2139303482587,-1697.9,-504.8,8108.9
777,25.9259,5.61156555446709,0.015625,250,8,33,100,72.35323383084577,-1697.2,-508.7,8110.6
778,25.9593,5.61156555446709,0.015625,250,8,33,100,73.48989898989899,-1702.9,-507.5,8112.0
779,25.9926,5.61156555446709,0.015625,250,8,33,100,73.1094527363184,-1697.2,-503.5,8109.4
780,26.026,5.61156555446709,0.015625,250,8,33,100,72.58208955223881,-1706.6,-508.8,8109.8
781,26.0594,5.61156555446709,0.015625,250,8,33,100,74.27363184079601,-1696.9,-508.9,8115.0
782,26.0927,5.61156555446709,0.015625,250,8,33,100,71.8080808080808,-1703.0,-505.5,8110.8
783,26.1261,5.61156555446709,0.015625,250,8,33,100,74.0049751243781,-1703.4,-506.9,8113.3
784,26.1595,5.61156555446709,0.015625,250,8,33,100,71.83582089552239,-1693.9,-504.7,8112.0
785,26.1928,5.61156555446709,0.015625,250,8,33,100,72.96019900497512,-1703.1,-502.9,8110.5
786,26.2262,5.61156555446709,0.015625,250,8,33,100,72.9040404040404,-1700.8,-505.3,8112.2
787,26.2596,5.61156555446709,0.015625,250,8,33,100,72.05970149253731,-1701.0,-504.5,8110.6
788,26.2929,5.61156555446709,0.015625,250,8,33,100,73.5223880597015,-1703.3,-507.7,8116.4
789,26.3263,5.61156555446709,0.015625,250,8,33,100,72.42288557213931,-1700.9,-506.6,8110.9
790,26.3597,5.61156555446709,0.015625,250,8,33,100,72.79292929292929,-1701.5,-506.7,8109.0
791,26.393,5.61156555446709,0.015625,250,8,33,100,71.97014925373135,-1698.3,-504.9,8111.5
792,26.4264,5.61156555446709,0.015625,250,8,33,100,72.70646766169155,-1699.1,-507.2,8112.9
793,26.4598,5.61156555446709,0.015625,250,8,33,100,72.72727272727273,-1704.2,-509.1,8113.1
794,26.4931,5.61156555446709,0.015625,250,8,33,100,73.22388059701493,-1699.1,-506.4,8109.7
795,26.5265,5.61156555446709,0.015625,250,8,33,100,71.90049751243781,-1697.5,-505.9,8114.4
796,26.5599,5.61156555446709,0.015625,250,8,33,100,72.64676616915423,-1709.3,-508.9,8114.7
797,26.5932,5.61156555446709,0.015625,250,8,33,100,72.8030303030303,-1695.9,-507.4,8113.4
798,26.6266,5.61156555446709,0.015625,250,8,33,100,71.53731343283582,-1703.4,-508.1,8112.6
799,26.66,5.61156555446709,0.015625,250,8,33,100,72.99004975124379,-1700.2,-504.4,8108.3
800,26.6933,5.61156555446709,0.015625,250,8,33,100,72.45273631840796,-1696.6,-505.4,8113.4
801,26.7267,5.61156555446709,0.015625,250,8,33,100,71.54545454545455,-1706.8,-506.1,8110.5
802,26.7601,5.61156555446709,0.015625,250,8,33,100,73.4776119402985,-1693.4,-504.9,8111.4
803,26.7934,5.61156555446709,0.015625,250,8,33,100,71.24875621890547,-1700.7,-504.1,8113.8
804,26.8268,5.61156555446709,0.015625,250,8,33,100,73.91044776119404,-1709.6,-503.6,8110.4
805,26.8602,5.61156555446709,0.015625,250,8,33,100,72.67676767676768,-1692.6,-507.8,8111.9
806,26.8935,5.61156555446709,0.015625,250,8,33,100,72.31343283582089,-1703.0,-506.4,8110.3
807,26.9269,5.61156555446709,0.015625,250,8,33,100,74.4726368159204,-1699.7,-505.2,8112.0
808,26.9603,5.61156555446709,0.015625,250,8,33,100,72.42929292929293,-1695.9,-505.6,8117.5
809,26.9936,5.61156555446709,0.015625,250,8,33,100,73.96019900497512,-1706.6,-505.3,8109.3
810,27.027,5.61156555446709,0.015625,250,8,33,100,72.88557213930348,-1692.2,-507.9,8111.9
811,27.0604,5.61156555446709,0.015625,250,8,33,100,71.93532338308458,-1707.0,-508.2,8112.6
812,27.0937,5.61156555446709,0.015625,250,8,33,100,74.48989898989899,-1701.7,-507.2,8113.7
813,27.1271,5.61156555446709,0.015625,250,8,33,100,71.38805970149254,-1700.0,-509.0,8116.3
814,27.1605,5.61156555446709,0.015625,250,8,33,100,73.70149253731343,-1701.6,-506.9,8111.4
815,27.1938,5.61156555446709,0.015625,250,8,33,100,72.87064676616916,-1697.9,-507.7,8113.9
816,27.2272,5.61156555446709,0.015625,250,8,33,100,73.37373737373737,-1704.1,-505.3,8111.6
817,27.2606,5.61156555446709,0.015625,250,8,33,100,73.30845771144278,-1700.9,-509.4,8107.5
818,27.2939,5.61156555446709,0.015625,250,8,33,100,73.2089552238806,-1699.5,-504.9,8112.1
819,27.3273,5.61156555446709,0.015625,250,8,33,100,73.69651741293532,-1704.1,-508.7,8112.4
820,27.3607,5.61156555446709,0.015625,250,8,33,100,71.65656565656566,-1698.4,-501.1,8111.5
821,27.394,5.61156555446709,0.015625,250,8,33,100,72.90547263681592,-1704.2,-507.1,8109.0
822,27.4274,5.61156555446709,0.015625,250,8,33,100,73.55721393034825,-1698.7,-506.9,8112.0
823,27.4608,5.61156555446709,0.015625,250,8,33,100,73.37373737373737,-1695.7,-508.8,8112.5
824,27.4941,5.61156555446709,0.015625,250,8,33,100,73.83582089552239,-1704.0,-506.9,8111.1
825,27.5275,5.61156555446709,0.015625,250,8,33,100,73.29850746268657,-1697.9,-506.8,8111.9
826,27.5609,5.61156555446709,0.015625,250,8,33,100,72.2636815920398,-1702.6,-502.2,8112.7
827,27.5942,5.61156555446709,0.015625,250,8,33,100,74.08585858585859,-1702.2,-507.0,8115.9
828,27.6276,5.61156555446709,0.015625,250,8,33,100,71.26865671641791,-1697.8,-504.2,8111.4
829,27.661,5.61156555446709,0.015625,250,8,33,100,74.37810945273633,-1702.0,-507.7,8109.5
830,27.6943,5.61156555446709,0.015625,250,8,33,100,72.2089552238806,-1697.1,-505.6,8112.1
831,27.7277,5.61156555446709,0.015625,250,8,33,100,71.58080808080808,-1703.8,-503.6,8114.7
832,27.7611,5.61156555446709,0.015625,250,8,33,100,72.72636815920399,-1707.4,-509.8,8110.9
833,27.7944,5.61156555446709,0.015625,250,8,33,100,72.03980099502488,-1695.3,-504.9,8113.2
834,27.8278,5.61156555446709,0.015625,250,8,33,100,73.69651741293532,-1703.0,-507.5,8111.8
835,27.8612,5.61156555446709,0.015625,250,8,33,100,73.0,-1701.8,-505.4,8112.2
836,27.8945,5.61156555446709,0.015625,250,8,33,100,72.87562189054727,-1696.7,-506.9,8113.0
837,27.9279,5.61156555446709,0.015625,250,8,33,100,71.97512437810946,-1702.2,-506.6,8112.4
838,27.9613,5.61156555446709,0.015625,250,8,33,100,71.29797979797979,-1701.0,-504.7,8113.1
839,27.9946,5.61156555446709,0.015625,250,8,33,100,72.45771144278606,-1703.3,-507.3,8112.9
840,28.028,5.61156555446709,0.015625,250,8,33,100,72.77611940298507,-1695.5,-509.8,8111.4
841,28.0614,5.61156555446709,0.015625,250,8,33,100,70.56716417910448,-1702.7,-507.1,8112.4
842,28.0947,5.61156555446709,0.015625,250,8,33,100,72.20707070707071,-1703.8,-507.0,8110.0
843,28.1281,5.61156555446709,0.015625,250,8,33,100,72.01492537313433,-1697.5,-506.8,8113.1
844,28.1615,5.61156555446709,0.015625,250,8,33,100,72.85572139303483,-1702.7,-505.4,8110.5
845,28.1948,5.61156555446709,0.015625,250,8,33,100,72.91542288557214,-1700.2,-507.7,8109.0
846,28.2282,5.61156555446709,0.015625,250,8,33,100,72.20202020202021,-1700.0,-508.3,8111.5
847,28.2616,5.61156555446709,0.015625,250,8,33,100,74.23880597014926,-1699.0,-505.6,8110.8
848,28.2949,5.61156555446709,0.015625,250,8,33,100,71.37810945273633,-1700.3,-505.4,8111.2
849,28.3283,5.61156555446709,0.015625,250,8,33,100,73.34825870646766,-1701.0,-505.4,8113.7
850,28.3617,5.61156555446709,0.015625,250,8,33,100,72.63131313131314,-1692.7,-507.5,8114.0
851,28.395,5.61156555446709,0.015625,250,8,33,100,71.7910447761194,-1702.0,-504.5,8110.2
852,28.4284,5.61156555446709,0.015625,250,8,33,100,73.65174129353234,-1704.0,-506.0,8109.6
853,28.4618,5.61156555446709,0.015625,250,8,33,100,72.62121212121212,-1693.9,-505.9,8110.5
854,28.4951,5.61156555446709,0.015625,250,8,33,100,72.72139303482587,-1700.2,-506.8,8112.0
855,28.5285,5.61156555446709,0.015625,250,8,33,100,73.29353233830845,-1701.2,-505.3,8112.6
856,28.5619,5.61156555446709,0.015625,250,8,33,100,72.62189054726367,-1700.6,-506.3,8113.7
857,28.5952,5.61156555446709,0.015625,250,8,33,100,72.62121212121212,-1702.5,-507.6,8109.5
858,28.6286,5.61156555446709,0.015625,250,8,33,100,71.56716417910448,-1700.7,-505.3,8110.2
859,28.662,5.61156555446709,0.015625,250,8,33,100,72.8905472636816,-1704.5,-504.3,8113.6
860,28.6953,5.61156555446709,0.015625,250,8,33,100,72.44776119402985,-1697.5,-504.6,8113.1
861,28.7287,5.61156555446709,0.015625,250,8,33,100,72.9949494949495,-1701.7,-509.1,8112.5
862,28.7621,5.61156555446709,0.015625,250,8,33,100,71.96019900497512,-1700.1,-507.7,8109.1
863,28.7954,5.61156555446709,0.015625,250,8,33,100,71.72139303482587,-1699.8,-506.5,8110.6
864,28.8288,5.61156555446709,0.015625,250,8,33,100,73.19900497512438,-1700.5,-505.4,8113.2
865,28.8622,5.61156555446709,0.015625,250,8,33,100,72.39393939393939,-1702.8,-506.3,8109.2
866,28.8955,5.61156555446709,0.015625,250,8,33,100,72.03482587064677,-1704.4,-505.7,8113.3
867,28.9289,5.61156555446709,0.015625,250,8,33,100,74.0049751243781,-1697.2,-505.7,8112.0
868,28.9623,5.61156555446709,0.015625,250,8,33,100,72.16161616161617,-1699.4,-505.0,8112.0
869,28.9956,5.61156555446709,0.015625,250,8,33,100,72.67661691542288,-1706.1,-506.1,8109.8
870,29.029,5.61156555446709,0.015625,250,8,33,100,72.90547263681592,-1690.3,-507.3,8115.1
871,29.0624,5.61156555446709,0.015625,250,8,33,100,71.96019900497512,-1704.8,-508.2,8110.6
872,29.0957,5.61156555446709,0.015625,250,8,33,100,73.14646464646465,-1703.0,-503.1,8106.9
873,29.1291,5.61156555446709,0.015625,250,8,33,100,72.363184079602,-1691.9,-504.0,8115.0
874,29.1625,5.61156555446709,0.015625,250,8,33,100,74.02985074626865,-1708.2,-505.2,8109.0
875,29.1958,5.61156555446709,0.015625,250,8,33,100,72.44278606965175,-1692.2,-503.8,8112.7
876,29.2292,5.61156555446709,0.015625,250,8,33,100,71.34848484848484,-1707.6,-505.0,8113.5
877,29.2626,5.61156555446709,0.015625,250,8,33,100,74.22885572139303,-1697.7,-503.9,8112.3
878,29.2959,5.61156555446709,0.015625,250,8,33,100,71.35323383084577,-1689.7,-503.9,8110.3
879,29.3293,5.61156555446709,0.015625,250,8,33,100,72.49253731343283,-1712.0,-505.6,8108.7
880,29.3627,5.61156555446709,0.015625,250,8,33,100,73.05555555555556,-1698.4,-503.7,8113.1
881,29.396,5.61156555446709,0.015625,250,8,33,100,71.38308457711443,-1697.1,-506.5,8112.5
882,29.4294,5.61156555446709,0.015625,250,8,33,100,73.27363184079601,-1702.6,-502.7,8110.7
883,29.4628,5.61156555446709,0.015625,250,8,33,100,72.01010101010101,-1699.1,-505.9,8111.3
884,29.4961,5.61156555446709,0.015625,250,8,33,100,72.86567164179104,-1700.0,-505.6,8114.5
885,29.5295,5.61156555446709,0.015625,250,8,33,100,72.77611940298507,-1695.9,-506.6,8115.3
886,29.5629,5.61156555446709,0.015625,250,8,33,100,71.53233830845771,-1706.5,-504.7,8112.8
887,29.5962,5.61156555446709,0.015625,250,8,33,100,73.52525252525253,-1701.0,-507.6,8112.0
888,29.6296,5.61156555446709,0.015625,250,8,33,100,71.69154228855722,-1694.1,-507.0,8113.8
889,29.663,5.61156555446709,0.015625,250,8,33,100,74.42786069651741,-1703.7,-508.4,8110.2
890,29.6963,5.61156555446709,0.015625,250,8,33,100,72.12935323383084,-1697.5,-507.0,8110.4
891,29.7297,5.61156555446709,0.015625,250,8,33,100,72.74242424242425,-1699.0,-507.4,8114.6
892,29.7631,5.61156555446709,0.015625,250,8,33,100,72.5223880597015,-1704.0,-504.6,8109.0
893,29.7964,5.61156555446709,0.015625,250,8,33,100,73.28855721393035,-1697.1,-503.4,8111.6
894,29.8298,5.61156555446709,0.015625,250,8,33,100,72.53233830845771,-1700.2,-505.6,8115.6
895,29.8632,5.61156555446709,0.015625,250,8,33,100,74.45959595959596,-1701.7,-505.8,8110.7
896,29.8965,5.61156555446709,0.015625,250,8,33,100,71.8457711442786,-1694.3,-505.1,8115.1
897,29.9299,5.61156555446709,0.015625,250,8,33,100,73.91542288557214,-1706.4,-505.7,8110.4
898,29.9633,5.61156555446709,0.015625,250,8,33,100,72.33333333333333,-1691.9,-505.9,8113.5
899,29.9966,5.61156555446709,0.015625,250,8,33,100,71.28358208955224,-1700.5,-506.8,8111.8
900,30.03,5.61156555446709,0.015625,250,8,33,100,73.7363184079602,-1702.0,-509.3,8110.9
901,30.0634,5.61156555446709,0.015625,250,8,33,100,71.93532338308458,-1694.3,-504.2,8114.9
902,30.0967,5.61156555446709,0.015625,250,8,33,100,71.43939393939394,-1705.3,-509.3,8109.2
903,30.1301,5.61156555446709,0.015625,250,8,33,100,73.8457711442786,-1701.1,-505.1,8111.1
904,30.1635,5.61156555446709,0.015625,250,8,33,100,71.92537313432835,-1699.1,-509.5,8115.5
905,30.1968,5.61156555446709,0.015625,250,8,33,100,73.55721393034825,-1700.9,-507.2,8114.0
906,30.2302,5.61156555446709,0.015625,250,8,33,100,72.52525252525253,-1697.9,-505.3,8115.4
907,30.2636,5.61156555446709,0.015625,250,8,33,100,72.2636815920398,-1701.1,-505.3,8110.4
908,30.2969,5.61156555446709,0.015625,250,8,33,100,72.98009950248756,-1699.6,-504.6,8110.2
909,30.3303,5.61156555446709,0.015625,250,8,33,100,72.08457711442786,-1699.0,-504.0,8112.7
910,30.3637,5.61156555446709,0.015625,250,8,33,100,73.91414141414141,-1700.2,-501.5,8112.8
911,30.397,5.61156555446709,0.015625,250,8,33,100,71.81592039800995,-1699.7,-507.4,8113.5
912,30.4304,5.61156555446709,0.015625,250,8,33,100,73.33333333333333,-1704.7,-505.7,8108.7
913,30.4638,5.61156555446709,0.015625,250,8,33,100,73.03535353535354,-1699.2,-507.1,8108.5
914,30.4971,5.61156555446709,0.015625,250,8,33,100,71.03482587064677,-1701.5,-503.8,8109.5
915,30.5305,5.61156555446709,0.015625,250,8,33,100,73.53731343283582,-1701.1,-508.2,8109.6
916,30.5639,5.61156555446709,0.015625,250,8,33,100,72.0,-1695.4,-507.9,8110.4
917,30.5972,5.61156555446709,0.015625,250,8,33,100,74.18181818181819,-1704.5,-507.8,8114.8
918,30.6306,5.61156555446709,0.015625,250,8,33,100,71.77611940298507,-1700.5,-505.0,8109.8
919,30.664,5.61156555446709,0.015625,250,8,33,100,72.59701492537313,-1701.2,-504.2,8112.1
920,30.6973,5.61156555446709,0.015625,250,8,33,100,72.35323383084577,-1705.5,-506.0,8111.1
921,30.7307,5.61156555446709,0.015625,250,8,33,100,73.0050505050505,-1695.4,-503.2,8114.4
922,30.7641,5.61156555446709,0.015625,250,8,33,100,72.96517412935323,-1700.9,-507.5,8112.1
923,30.7974,5.61156555446709,0.015625,250,8,33,100,73.37810945273633,-1700.3,-508.5,8111.6
924,30.8308,5.61156555446709,0.015625,250,8,33,100,72.19900497512438,-1693.6,-506.7,8113.7
925,30.8642,5.61156555446709,0.015625,250,8,33,100,72.35858585858585,-1699.9,-503.4,8113.1
926,30.8975,5.61156555446709,0.015625,250,8,33,100,71.24875621890547,-1697.7,-507.0,8115.0
927,30.9309,5.61156555446709,0.015625,250,8,33,100,72.96517412935323,-1704.0,-504.2,8114.4
928,30.9643,5.61156555446709,0.015625,250,8,33,100,72.42424242424242,-1697.0,-511.8,8113.9
929,30.9976,5.61156555446709,0.015625,250,8,33,100,72.3731343283582,-1697.6,-505.8,8114.7
930,31.031,5.61156555446709,0.015625,250,8,33,100,72.7860696517413,-1702.1,-509.5,8111.3
931,31.0644,5.61156555446709,0.015625,250,8,33,100,71.2587064676617,-1700.3,-507.6,8113.3
932,31.0977,5.61156555446709,0.015625,250,8,33,100,73.64646464646465,-1703.5,-506.0,8113.3
933,31.1311,5.61156555446709,0.015625,250,8,33,100,72.59203980099502,-1695.5,-508.2,8108.4
934,31.1645,5.61156555446709,0.015625,250,8,33,100,73.0049751243781,-1702.2,-506.6,8112.0
935,31.1978,5.61156555446709,0.015625,250,8,33,100,71.60199004975124,-1696.0,-506.7,8111.1
936,31.2312,5.61156555446709,0.015625,250,8,33,100,73.91919191919192,-1701.1,-503.8,8112.2
937,31.2646,5.61156555446709,0.015625,250,8,33,100,72.55223880597015,-1700.0,-509.6,8109.7
938,31.2979,5.61156555446709,0.015625,250,8,33,100,72.68656716417911,-1700.8,-505.7,8111.6
939,31.3313,5.61156555446709,0.015625,250,8,33,100,71.96019900497512,-1700.9,-506.6,8111.0
940,31.3647,5.61156555446709,0.015625,250,8,33,100,72.48484848484848,-1703.0,-503.5,8114.4
941,31.398,5.61156555446709,0.015625,250,8,33,100,72.86567164179104,-1701.7,-510.6,8110.9
942,31.4314,5.61156555446709,0.015625,250,8,33,100,73.2139303482587,-1693.9,-501.4,8111.5
943,31.4648,5.61156555446709,0.015625,250,8,33,100,71.5050505050505,-1703.8,-508.3,8110.2
944,31.4981,5.61156555446709,0.015625,250,8,33,100,73.45771144278606,-1700.4,-503.9,8116.0
945,31.5315,5.61156555446709,0.015625,250,8,33,100,72.19402985074628,-1704.1,-507.0,8112.5
946,31.5649,5.61156555446709,0.015625,250,8,33,100,72.59701492537313,-1702.1,-504.6,8115.3
947,31.5982,5.61156555446709,0.015625,250,8,33,100,72.28282828282828,-1693.8,-509.4,8114.7
948,31.6316,5.61156555446709,0.015625,250,8,33,100,72.71144278606965,-1704.0,-505.9,8110.5
949,31.665,5.61156555446709,0.015625,250,8,33,100,72.85074626865672,-1698.5,-508.0,8108.2
950,31.6983,5.61156555446709,0.015625,250,8,33,100,72.57213930348259,-1698.3,-505.6,8113.8
951,31.7317,5.61156555446709,0.015625,250,8,33,100,72.15151515151516,-1700.0,-507.1,8111.3
952,31.7651,5.61156555446709,0.015625,250,8,33,100,72.31840796019901,-1698.7,-507.9,8112.6
953,31.7984,5.61156555446709,0.015625,250,8,33,100,71.91542288557214,-1701.6,-502.9,8113.8
954,31.8318,5.61156555446709,0.015625,250,8,33,100,72.83084577114428,-1704.1,-502.5,8110.6
955,31.8652,5.61156555446709,0.015625,250,8,33,100,72.58080808080808,-1695.2,-507.5,8109.4
956,31.8985,5.61156555446709,0.015625,250,8,33,100,72.77114427860697,-1701.6,-508.3,8109.7
957,31.9319,5.61156555446709,0.015625,250,8,33,100,72.51243781094527,-1699.5,-503.9,8110.1
958,31.9653,5.61156555446709,0.015625,250,8,33,100,72.51515151515152,-1704.0,-504.8,8107.6
959,31.9986,5.61156555446709,0.015625,250,8,33,100,72.28358208955224,-1697.4,-509.5,8112.7
960,32.032,5.61156555446709,0.015625,250,8,33,100,72.43283582089552,-1698.4,-504.2,8113.6
961,32.0654,5.61156555446709,0.015625,250,8,33,100,72.04477611940298,-1700.2,-506.9,8109.7
962,32.0987,5.61156555446709,0.015625,250,8,33,100,72.13636363636364,-1698.2,-507.9,8114.3
963,32.1321,5.61156555446709,0.015625,250,8,33,100,71.61194029850746,-1698.6,-507.2,8112.1
964,32.1655,5.61156555446709,0.015625,250,8,33,100,71.60696517412936,-1702.4,-503.9,8107.8
965,32.1988,5.61156555446709,0.015625,250,8,33,100,72.87064676616916,-1698.3,-507.1,8109.7
966,32.2322,5.61156555446709,0.015625,250,8,33,100,71.43939393939394,-1696.2,-506.5,8112.1
967,32.2656,5.61156555446709,0.015625,250,8,33,100,72.66666666666667,-1700.8,-508.3,8112.2
968,32.2989,5.61156555446709,0.015625,250,8,33,100,72.77114427860697,-1699.9,-507.3,8110.8
969,32.3323,5.61156555446709,0.015625,250,8,33,100,73.1094527363184,-1699.9,-504.4,8109.8
970,32.3657,5.61156555446709,0.015625,250,8,33,100,72.88888888888889,-1699.7,-508.6,8113.0
971,32.399,5.61156555446709,0.015625,250,8,33,100,72.26865671641791,-1700.5,-504.2,8108.5
972,32.4324,5.61156555446709,0.015625,250,8,33,100,72.4726368159204,-1698.8,-508.2,8111.9
973,32.4658,5.61156555446709,0.015625,250,8,33,100,71.82828282828282,-1698.2,-507.7,8113.3
974,32.4991,5.61156555446709,0.015625,250,8,33,100,73.02487562189054,-1696.8,-506.5,8106.9
975,32.5325,5.61156555446709,0.015625,250,8,33,100,71.64676616915423,-1697.5,-506.9,8112.6
976,32.5659,5.61156555446709,0.015625,250,8,33,100,72.7860696517413,-1703.5,-505.8,8109.9
977,32.5992,5.61156555446709,0.015625,250,8,33,100,72.16161616161617,-1699.0,-507.6,8112.5
978,32.6326,5.61156555446709,0.015625,250,8,33,100,72.92039800995025,-1701.5,-507.9,8113.0
979,32.666,5.61156555446709,0.015625,250,8,33,100,73.46766169154229,-1703.3,-508.8,8110.1
980,32.6993,5.61156555446709,0.015625,250,8,33,100,73.69651741293532,-1695.0,-505.5,8114.1
981,32.7327,5.61156555446709,0.015625,250,8,33,100,71.10606060606061,-1700.7,-504.5,8112.5
982,32.7661,5.61156555446709,0.015625,250,8,33,100,73.58706467661692,-1703.1,-507.4,8110.5
983,32.7994,5.61156555446709,0.015625,250,8,33,100,72.66169154228855,-1698.4,-506.0,8112.1
984,32.8328,5.61156555446709,0.015625,250,8,33,100,72.33333333333333,-1700.8,-501.5,8110.5
985,32.8662,5.61156555446709,0.015625,250,8,33,100,72.21717171717172,-1701.7,-510.1,8114.0
986,32.8995,5.61156555446709,0.015625,250,8,33,100,72.81094527363184,-1701.5,-507.0,8111.2
987,32.9329,5.61156555446709,0.015625,250,8,33,100,71.33333333333333,-1698.8,-510.9,8114.4
988,32.9663,5.61156555446709,0.015625,250,8,33,100,72.02020202020202,-1698.7,-503.9,8115.7
