frame,t,state,red_score,amber_score,green_score,before_v2_rule
1731,57.758,green,-5.4,-5.7,143.1,green
1734,57.858,green,-5.0,-5.3,142.7,green
1737,57.958,green,-5.0,-5.9,142.9,green
1740,58.058,green,-7.0,-7.9,143.6,green
1743,58.158,green,-5.3,-5.8,143.9,none
1746,58.258,green,-6.0,-5.2,143.5,green
1749,58.358,green,-4.7,-7.5,143.5,green
1752,58.458,green,-4.8,-6.5,143.2,green
1755,58.558,green,-5.0,-6.9,143.5,green
1758,58.659,green,-4.9,-6.4,143.9,green
1761,58.759,green,-5.1,-6.3,143.6,green
1764,58.859,green,-5.1,-7.4,142.9,green
1767,58.959,green,-5.3,-5.5,145.3,green
1770,59.059,green,-5.5,-5.9,144.0,green
1773,59.159,green,-5.4,-7.0,144.7,green
1776,59.259,green,-4.4,-5.6,144.4,green
1779,59.359,green,-5.1,-5.9,144.7,green
1782,59.459,green,-5.2,-6.2,143.8,green
1785,59.56,green,-5.3,-6.5,145.4,green
1788,59.66,green,-6.1,-6.4,144.8,green
1791,59.76,green,-5.8,-6.8,145.3,green
1794,59.86,green,-5.4,-6.7,146.1,green
1797,59.96,green,-5.3,-7.1,145.7,green
1800,60.06,green,-5.4,-7.0,145.7,green
1803,60.16,green,-7.6,-6.9,146.5,green
1806,60.26,green,-5.0,-6.0,145.2,green
1809,60.36,green,-6.6,-7.2,145.6,green
1812,60.46,green,-6.2,-6.1,144.8,green
1815,60.56,green,-4.9,-6.7,146.5,green
1818,60.661,green,-7.2,-6.5,145.4,green
1821,60.761,green,-6.6,-6.6,145.7,green
1824,60.861,green,-5.5,-5.7,145.2,green
1827,60.961,green,-6.6,-7.1,146.1,green
1830,61.061,green,-5.1,-7.6,145.3,green
1833,61.161,green,-4.4,-6.5,145.7,green
1836,61.261,green,-5.7,-6.7,145.2,green
1839,61.361,green,-5.9,-7.7,145.3,green
1842,61.461,green,-5.8,-7.4,144.7,green
1845,61.562,green,-5.7,-6.3,145.3,green
1848,61.662,green,-6.9,-5.6,145.5,green
1851,61.762,green,-5.3,-6.2,145.4,green
1854,61.862,green,-6.4,-5.4,145.3,green
1857,61.962,green,-4.8,-7.0,145.3,green
1860,62.062,green,-5.5,-6.4,145.8,green
1863,62.162,green,-5.1,-7.2,146.2,green
1866,62.262,green,-5.7,-6.9,145.8,green
1869,62.362,green,-4.6,-6.6,147.5,green
1872,62.462,green,-6.0,-7.5,146.7,green
1875,62.562,green,-5.0,-7.9,146.8,green
1878,62.663,green,-6.9,-6.4,145.9,green
1881,62.763,green,-6.2,-6.3,145.9,green
1884,62.863,green,-6.0,-6.6,145.8,green
1887,62.963,green,-5.8,-6.6,146.6,green
1890,63.063,green,-6.7,-5.8,145.6,green
1893,63.163,green,-6.1,-7.2,146.4,green
1896,63.263,green,-6.2,-6.5,147.5,green
1899,63.363,green,-7.0,-6.9,147.8,green
1902,63.463,green,-4.4,-6.3,147.5,green
1905,63.564,green,-5.1,-7.8,146.1,green
1908,63.664,green,-6.2,-7.5,146.7,none
1911,63.764,green,-6.1,-7.0,147.7,none
1914,63.864,green,-4.8,-7.9,147.1,green
1917,63.964,green,-6.6,-6.3,147.3,green
1920,64.064,green,-6.2,-7.4,148.1,green
1923,64.164,green,-4.9,-8.0,147.3,green
1926,64.264,green,-4.2,-7.0,147.6,green
1929,64.364,green,-4.5,-8.0,147.7,green
1932,64.464,green,-6.7,-6.6,147.4,green
1935,64.564,green,-5.7,-7.1,148.3,green
1938,64.665,green,-5.7,-6.6,148.6,green
1941,64.765,green,-6.1,-6.0,148.1,green
1944,64.865,green,-7.0,-8.9,148.4,green
1947,64.965,green,-6.2,-6.5,148.5,green
1950,65.065,green,-5.1,-6.0,147.9,green
1953,65.165,green,-5.2,-6.7,148.7,green
1956,65.265,green,-4.5,-7.8,149.0,green
1959,65.365,green,-4.7,-6.9,148.8,green
1962,65.465,green,-6.8,-6.7,148.0,green
1965,65.566,green,-5.6,-7.8,148.5,green
1968,65.666,green,-5.7,-8.1,149.1,green
1971,65.766,green,-5.7,-8.4,148.6,green
1974,65.866,green,-5.8,-8.7,148.0,green
1977,65.966,green,-5.5,-7.9,148.5,green
1980,66.066,green,-6.3,-7.9,150.0,green
1983,66.166,green,-5.7,-7.7,149.0,green
1986,66.266,green,-6.9,-7.0,149.3,green
1989,66.366,green,-6.2,-8.8,149.8,green
1992,66.466,green,-4.5,-6.9,149.7,green
1995,66.566,green,-4.5,-7.2,148.9,green
1998,66.667,green,-6.5,-6.3,148.2,green
2001,66.767,green,-6.0,-8.1,148.9,green
2004,66.867,green,-6.1,-7.0,148.5,green
2007,66.967,green,-5.9,-5.8,148.2,green
2010,67.067,green,-7.3,-6.7,147.9,green
2013,67.167,green,-5.9,-7.8,147.8,green
2016,67.267,green,-5.5,-7.0,147.7,green
2019,67.367,green,-5.4,-6.0,148.6,green
2022,67.467,green,-6.6,-7.3,148.4,green
2025,67.568,green,-5.4,-8.2,148.9,green
2028,67.668,green,-6.1,-6.4,148.2,green
2031,67.768,green,-7.3,-6.2,148.1,green
2034,67.868,green,-5.4,-7.4,148.6,green
2037,67.968,green,-4.6,-7.0,148.6,green
2040,68.068,green,-4.5,-6.4,149.2,red
2043,68.168,green,-6.7,-7.2,146.9,none
2046,68.268,green,-5.3,-6.9,148.4,green
2049,68.368,green,-6.6,-7.0,148.0,green
2052,68.468,green,-7.2,-6.2,148.6,green
2055,68.568,green,-5.8,-6.7,147.2,green
2058,68.669,green,-6.4,-7.4,146.9,green
2061,68.769,green,-6.0,-5.9,146.7,green
2064,68.869,green,-6.7,-6.9,146.3,green
2067,68.969,green,-5.5,-7.1,146.8,green
2070,69.069,green,-7.5,-6.6,146.8,green
2073,69.169,green,-4.6,-7.1,146.5,green
2076,69.269,green,-5.9,-7.4,147.3,green
2079,69.369,green,-6.3,-8.2,147.0,green
2082,69.469,green_flash,-6.4,-6.4,46.7,none
2085,69.57,occluded,-5.8,-6.1,2.3,none
2088,69.67,occluded,-7.4,-7.6,1.1,none
2091,69.77,occluded,-6.8,-7.5,2.0,none
2094,69.87,occluded,-8.6,-6.9,1.6,red
2097,69.97,green,-5.3,-6.9,142.5,green
2100,70.07,green,-5.7,-7.8,145.8,green
2103,70.17,green,-5.1,-7.9,146.2,green
2106,70.27,green,-6.4,-7.2,145.7,green
2109,70.37,green,-6.9,-8.5,145.2,green
2112,70.47,occluded,-5.9,-7.9,44.9,none
2115,70.57,occluded,-5.6,-7.6,2.0,none
2118,70.671,occluded,-6.1,-7.8,1.0,none
2121,70.771,green_flash,-6.4,-6.8,0.3,none
2124,70.871,green_flash,-5.5,-7.7,1.3,none
2127,70.971,green,-6.4,-6.0,143.0,red
2130,71.071,green,-7.0,-7.9,145.9,none
2133,71.171,green,-6.3,-7.5,146.0,green
2136,71.271,green,-6.9,-7.3,145.6,none
2139,71.371,green,-6.8,-5.2,145.1,none
2142,71.471,green_flash,-6.3,-7.0,40.2,none
2145,71.572,green_flash,-6.9,-7.0,1.5,none
2148,71.672,green_flash,-6.1,-6.0,-0.1,none
2151,71.772,green_flash,-6.3,-6.5,0.3,none
2154,71.872,green_flash,-4.8,-7.3,0.7,none
2157,71.972,green,-5.5,-6.4,142.6,green
2160,72.072,green,-6.4,-9.3,146.5,green
2163,72.172,green,-5.6,-7.3,146.4,green
2166,72.272,green,-6.1,-6.8,145.9,green
2169,72.372,green,-6.5,-7.5,147.1,green
2172,72.472,amber,-5.2,63.9,37.4,amber
2175,72.572,amber,-5.0,66.7,0.2,amber
2178,72.673,amber,-5.7,66.2,0.1,amber
2181,72.773,amber,-4.3,65.9,0.6,amber
2184,72.873,amber,-6.7,65.1,0.8,amber
2187,72.973,amber,-4.7,66.1,1.0,amber
2190,73.073,amber,-6.2,66.6,-0.5,amber
2193,73.173,amber,-5.5,65.5,-0.4,amber
2196,73.273,amber,-6.6,66.1,0.2,amber
2199,73.373,amber,-6.0,66.1,-0.3,amber
2202,73.473,amber,-6.1,66.4,1.0,amber
2205,73.574,amber,-7.3,65.9,0.5,amber
2208,73.674,amber,-5.5,66.6,1.3,amber
2211,73.774,amber,-5.5,66.5,0.2,amber
2214,73.874,amber,-4.5,67.2,1.9,amber
2217,73.974,amber,-5.7,66.8,1.0,red
2220,74.074,amber,-5.6,66.2,1.6,red
2223,74.174,amber,-5.1,66.0,-0.4,red
2226,74.274,amber,-4.5,66.7,1.9,amber
2229,74.374,amber,-4.9,66.4,0.1,amber
2232,74.474,amber,-5.1,67.0,0.6,amber
2235,74.574,amber,-4.4,65.1,-0.7,amber
2238,74.675,amber,-5.7,67.0,0.9,amber
2241,74.775,amber,-7.3,66.2,-0.7,amber
2244,74.875,amber,-6.4,66.3,-0.1,amber
2247,74.975,amber,-6.3,67.3,-0.8,amber
2250,75.075,amber,-6.7,67.0,0.6,amber
2253,75.175,amber,-6.7,67.3,2.0,amber
2256,75.275,amber,-7.0,67.2,-0.8,amber
2259,75.375,amber,-5.9,66.8,1.0,amber
2262,75.475,red,155.0,-1.7,1.0,red
2265,75.576,red,151.5,-5.3,1.0,red
2268,75.676,red,153.0,-6.8,0.3,red
2271,75.776,red,151.8,-7.2,0.3,red
2274,75.876,red,153.6,-6.8,1.3,red
2277,75.976,red,151.5,-6.7,0.1,red
2280,76.076,red,151.6,-6.3,0.9,red
2283,76.176,red,152.8,-6.8,0.2,red
2286,76.276,red,152.9,-7.8,0.4,red
2289,76.376,red,151.4,-6.9,2.3,red
2292,76.476,red,151.5,-6.9,-0.0,red
2295,76.576,red,152.1,-5.9,0.7,red
2298,76.677,red,151.9,-6.6,0.7,red
2301,76.777,red,151.3,-6.4,0.8,red
2304,76.877,red,150.9,-7.0,1.6,red
2307,76.977,red,152.3,-6.4,0.8,red
2310,77.077,red,152.3,-6.2,1.0,red
2313,77.177,red,152.4,-6.8,0.8,red
2316,77.277,red,153.0,-6.0,0.2,red
2319,77.377,red,153.6,-4.7,1.6,red
2322,77.477,red,151.7,-6.2,0.8,red
2325,77.578,red,152.4,-5.4,0.5,red
2328,77.678,red,151.3,-6.2,1.0,red
2331,77.778,red,151.8,-5.3,1.4,red
2334,77.878,red,152.7,-5.8,0.7,red
2337,77.978,red,151.1,-8.1,1.6,red
2340,78.078,red,152.5,-6.6,0.9,red
2343,78.178,red,152.3,-7.4,1.6,red
2346,78.278,red,152.1,-6.3,1.7,red
2349,78.378,red,151.5,-6.0,-1.0,red
2352,78.478,red,152.7,-5.1,-0.6,red
2355,78.578,red,152.9,-8.4,1.9,red
2358,78.679,red,152.0,-6.9,0.8,red
2361,78.779,red,152.8,-6.4,1.2,red
2364,78.879,red,154.8,-7.7,0.5,red
2367,78.979,red,152.5,-6.1,2.4,red
2370,79.079,red,154.1,-6.0,0.8,red
2373,79.179,red,152.1,-5.5,0.6,red
2376,79.279,red,152.8,-5.6,0.1,red
2379,79.379,red,152.6,-6.2,2.4,red
2382,79.479,red,153.7,-6.7,0.4,red
2385,79.58,red,152.3,-6.5,2.0,red
2388,79.68,red,151.2,-6.0,2.2,red
2391,79.78,red,152.9,-6.5,1.9,red
2394,79.88,red,151.6,-7.4,1.1,red
2397,79.98,red,152.3,-7.1,0.3,red
2400,80.08,red,151.9,-6.4,1.9,red
2403,80.18,red,152.8,-6.5,2.4,red
2406,80.28,red,153.0,-6.7,-0.1,red
2409,80.38,red,153.1,-6.8,0.0,red
2412,80.48,red,153.1,-7.7,0.8,red
2415,80.58,red,151.8,-7.1,1.2,red
2418,80.681,red,153.2,-6.3,0.7,red
2421,80.781,red,151.2,-7.0,-0.3,red
2424,80.881,red,152.5,-6.1,0.9,red
2427,80.981,red,154.3,-6.8,1.0,red
2430,81.081,red,152.9,-7.3,2.0,red
2433,81.181,red,153.0,-6.0,0.6,red
2436,81.281,red,153.0,-5.1,0.0,red
2439,81.381,red,153.6,-6.4,1.9,red
2442,81.481,red,153.1,-4.9,1.1,red
2445,81.582,red,152.5,-5.2,0.6,red
2448,81.682,red,151.8,-5.3,0.2,red
2451,81.782,red,152.0,-8.0,-0.4,red
2454,81.882,red,152.0,-6.5,0.8,red
2457,81.982,red,152.8,-6.5,1.3,red
2460,82.082,red,153.0,-7.1,0.5,red
2463,82.182,red,152.7,-5.8,2.1,red
2466,82.282,red,153.3,-6.3,0.5,red
2469,82.382,red,153.3,-6.9,0.5,red
2472,82.482,red,152.5,-6.6,-0.2,red
2475,82.582,red,152.5,-6.2,2.1,red
2478,82.683,red,153.6,-4.6,0.2,red
2481,82.783,red,153.4,-6.7,-1.4,red
2484,82.883,red,152.0,-5.0,0.5,red
2487,82.983,red,153.1,-5.9,0.8,red
2490,83.083,red,153.2,-5.8,2.3,red
2493,83.183,red,153.6,-6.2,1.4,red
2496,83.283,red,153.1,-7.9,0.8,red
2499,83.383,red,153.9,-6.2,1.3,red
2502,83.483,red,153.9,-4.7,1.3,red
2505,83.584,red,153.7,-4.6,1.4,red
2508,83.684,red,153.1,-5.0,2.0,red
2511,83.784,red,151.9,-5.5,0.8,red
2514,83.884,red,153.6,-6.7,0.6,red
2517,83.984,red,152.2,-6.2,-0.6,red
2520,84.084,red,153.8,-6.4,1.1,red
2523,84.184,red,154.2,-5.2,0.9,red
2526,84.284,red,153.2,-6.1,1.5,red
2529,84.384,red,153.5,-6.8,1.3,red
2532,84.484,red,152.2,-6.9,1.0,red
2535,84.584,red,151.9,-6.0,2.1,red
2538,84.685,red,153.2,-6.9,1.3,red
2541,84.785,red,153.3,-4.9,1.9,red
2544,84.885,red,153.5,-5.3,1.2,red
2547,84.985,red,153.1,-6.6,0.5,red
2550,85.085,red,153.2,-6.6,1.6,red
2553,85.185,red,153.7,-5.4,1.8,red
2556,85.285,red,153.1,-6.3,1.3,red
2559,85.385,red,154.3,-5.9,0.7,red
2562,85.485,red,151.8,-6.2,0.1,red
2565,85.586,red,153.5,-5.7,0.0,red
2568,85.686,red,152.3,-6.0,1.4,red
2571,85.786,red,152.9,-5.6,0.0,red
2574,85.886,red,153.1,-4.8,1.6,red
2577,85.986,red,152.3,-5.4,-0.4,red
2580,86.086,red,154.3,-7.2,0.5,red
2583,86.186,red,153.5,-4.7,0.4,red
2586,86.286,red,153.1,-5.1,2.6,red
2589,86.386,red,153.0,-6.1,0.9,red
2592,86.486,red,153.0,-5.2,0.6,red
2595,86.586,red,152.4,-5.0,2.1,red
2598,86.687,red,152.4,-5.1,1.6,red
2601,86.787,red,152.7,-6.9,2.6,red
2604,86.887,red,153.5,-5.1,-0.2,red
2607,86.987,red,152.6,-6.1,2.0,red
2610,87.087,red,151.1,-6.5,0.6,red
2613,87.187,red,151.5,-7.0,0.4,red
2616,87.287,red,153.3,-6.8,0.7,red
2619,87.387,red,154.3,-5.5,0.2,red
2622,87.487,red,153.8,-5.1,0.7,red
2625,87.588,red,154.3,-6.0,2.0,red
2628,87.688,red,152.3,-6.8,1.6,red
2631,87.788,red,152.3,-6.1,1.2,red
2634,87.888,red,152.8,-5.0,1.6,red
2637,87.988,red,153.1,-5.7,1.1,red
2640,88.088,red,154.1,-5.8,1.0,red
2643,88.188,red,153.8,-6.4,2.1,red
2646,88.288,red,151.9,-6.3,0.1,red
2649,88.388,red,153.1,-5.2,1.1,red
2652,88.488,red,155.0,-5.3,0.3,red
2655,88.588,red,154.3,-6.3,0.3,red
2658,88.689,red,153.2,-6.2,1.6,red
2661,88.789,red,153.8,-6.6,1.6,red
2664,88.889,red,151.7,-5.0,1.3,red
2667,88.989,red,154.0,-5.8,0.2,red
2670,89.089,red,153.9,-6.7,-0.4,red
2673,89.189,red,152.2,-4.7,1.1,red
2676,89.289,red,152.3,-7.3,-0.4,red
2679,89.389,red,152.8,-6.4,-0.9,red
2682,89.489,red,153.7,-5.4,0.1,red
2685,89.59,red,153.3,-6.2,1.8,red
2688,89.69,red,155.2,-7.5,1.2,red
2691,89.79,red,154.0,-6.5,0.6,red
2694,89.89,red,153.3,-7.0,1.1,red
2697,89.99,red,153.7,-6.4,3.3,red
2700,90.09,red,153.0,-5.5,1.5,red
2703,90.19,red,153.8,-6.7,2.1,red
2706,90.29,red,154.2,-7.0,1.3,red
2709,90.39,red,154.9,-6.5,1.7,red
2712,90.49,red,152.2,-6.6,0.1,red
2715,90.59,red,153.4,-6.2,0.7,red
2718,90.691,red,152.4,-6.5,1.4,red
2721,90.791,red,152.9,-5.6,1.0,red
2724,90.891,red,155.2,-5.4,0.9,red
2727,90.991,red,153.6,-5.6,0.9,red
2730,91.091,red,154.2,-6.2,1.1,red
2733,91.191,red,154.7,-5.5,1.0,red
2736,91.291,red,154.3,-5.3,0.6,red
2739,91.391,red,152.8,-6.0,0.3,red
2742,91.491,red,154.5,-5.4,1.3,red
2745,91.592,red,153.6,-5.9,0.5,red
2748,91.692,red,153.0,-5.8,1.7,red
2751,91.792,red,154.1,-4.7,0.8,red
2754,91.892,red,154.3,-6.1,1.0,red
2757,91.992,red,153.1,-5.5,0.4,red
2760,92.092,red,152.3,-5.6,1.0,red
2763,92.192,red,153.3,-5.6,1.8,red
2766,92.292,red,155.3,-5.7,0.6,red
2769,92.392,red,154.2,-6.5,-0.0,red
2772,92.492,red,153.3,-5.2,0.7,red
2775,92.592,red,153.6,-5.9,0.4,red
2778,92.693,red,154.4,-6.6,2.7,red
2781,92.793,red,153.4,-7.9,0.6,red
2784,92.893,red,153.4,-5.7,1.0,red
2787,92.993,red,154.2,-5.4,1.9,red
2790,93.093,red,152.3,-5.8,1.5,red
2793,93.193,red,152.5,-6.7,2.3,red
2796,93.293,red,152.6,-6.4,1.5,red
2799,93.393,red,153.4,-5.8,0.5,red
2802,93.493,red,153.8,-5.3,1.8,red
2805,93.594,red,154.3,-5.6,1.3,red
2808,93.694,red,153.0,-5.5,0.4,red
2811,93.794,red,152.8,-6.1,1.3,red
2814,93.894,red,153.6,-6.3,1.7,red
2817,93.994,red,154.2,-5.5,0.2,red
2820,94.094,red,154.0,-7.0,0.7,red
2823,94.194,red,153.7,-5.1,1.9,red
2826,94.294,red,152.9,-5.4,0.4,red
2829,94.394,red,153.0,-6.5,1.6,red
2832,94.494,red,153.5,-7.1,1.8,red
2835,94.594,red,152.8,-6.1,0.5,red
2838,94.695,red,153.0,-7.1,1.1,red
2841,94.795,red,153.2,-6.7,1.3,red
2844,94.895,red,153.6,-6.0,0.2,red
2847,94.995,red,153.2,-6.2,2.2,red
2850,95.095,red,155.5,-6.0,0.6,red
2853,95.195,red,153.5,-5.4,0.9,red
2856,95.295,red,153.0,-6.3,-0.1,red
2859,95.395,red,152.6,-6.8,0.6,red
2862,95.495,red,153.5,-6.2,1.1,red
2865,95.596,red,153.5,-5.9,1.1,red
2868,95.696,red,154.2,-5.9,-1.0,red
2871,95.796,red,153.5,-5.4,0.4,red
2874,95.896,red,152.6,-5.6,1.2,red
2877,95.996,red,152.4,-5.8,0.9,red
2880,96.096,red,154.1,-6.8,0.9,red
2883,96.196,red,154.9,-6.4,1.6,red
2886,96.296,red,155.2,-4.4,0.4,red
2889,96.396,red,153.4,-6.4,1.8,red
2892,96.496,red,155.2,-5.1,1.3,red
2895,96.596,red,154.9,-5.2,0.7,red
2898,96.697,red,152.7,-6.2,2.0,red
2901,96.797,red,152.2,-5.7,-0.0,red
2904,96.897,red,152.7,-5.4,1.8,red
2907,96.997,red,151.0,-6.4,0.5,red
2910,97.097,red,155.0,-4.6,1.9,red
2913,97.197,red,152.3,-6.1,1.8,red
2916,97.297,red,153.2,-7.5,2.4,red
2919,97.397,red,154.1,-6.4,2.8,red
2922,97.497,red,154.9,-5.4,2.5,red
2925,97.598,red,152.6,-5.8,0.7,red
2928,97.698,red,153.1,-5.7,-0.7,red
2931,97.798,red,154.3,-5.2,1.6,red
2934,97.898,red,153.3,-4.6,0.5,red
2937,97.998,red,152.4,-5.7,1.6,red
2940,98.098,red,152.6,-5.9,1.4,red
2943,98.198,red,153.7,-7.7,0.7,red
2946,98.298,red,153.6,-5.8,0.1,red
2949,98.398,red,153.7,-4.3,0.2,red
2952,98.498,red,154.8,-6.8,0.4,red
2955,98.598,red,153.7,-5.5,0.1,red
2958,98.699,red,151.7,-5.0,0.2,red
2961,98.799,red,152.4,-5.1,-0.2,red
2964,98.899,red,152.5,-5.1,2.6,red
2967,98.999,red,152.6,-5.5,1.2,red
2970,99.099,red,151.6,-6.6,0.9,red
2973,99.199,red,151.2,-7.6,0.3,red
2976,99.299,red,152.4,-6.0,2.3,red
2979,99.399,red,152.1,-6.8,0.0,red
2982,99.499,red,153.5,-5.6,1.5,red
2985,99.6,red,151.8,-6.4,0.0,red
2988,99.7,red,151.7,-5.8,2.3,red
2991,99.8,red,153.6,-5.6,-0.1,red
2994,99.9,red,152.8,-5.9,0.2,red
2997,100.0,red,153.3,-5.7,-0.8,red
3000,100.1,red,153.1,-5.8,1.4,red
3003,100.2,red,152.4,-5.9,1.0,red
3006,100.3,red,153.3,-4.7,2.3,red
3009,100.4,red,153.1,-6.2,0.5,red
3012,100.5,red,154.8,-5.8,0.6,red
3015,100.6,red,154.1,-5.8,0.6,red
3018,100.701,red,151.3,-5.9,1.2,red
3021,100.801,red,151.8,-7.5,1.1,red
3024,100.901,red,152.2,-7.5,-0.1,red
3027,101.001,red,151.0,-5.6,0.4,red
3030,101.101,red,153.1,-6.7,0.9,red
3033,101.201,red,153.6,-6.1,0.3,red
3036,101.301,red,152.4,-6.0,0.5,red
3039,101.401,red,153.9,-5.9,0.0,red
3042,101.501,red,153.4,-6.0,0.9,red
3045,101.602,red,152.5,-5.5,1.2,red
3048,101.702,red,152.7,-5.7,1.3,red
3051,101.802,red,152.9,-5.0,-0.1,red
3054,101.902,red,153.2,-6.7,1.0,red
3057,102.002,red,153.3,-5.6,1.1,red
3060,102.102,red,152.4,-6.7,-0.0,red
3063,102.202,red,153.4,-5.8,0.3,red
3066,102.302,red,153.9,-5.2,-0.1,red
3069,102.402,red,153.7,-4.2,1.1,red
3072,102.502,red,153.4,-5.4,1.2,red
3075,102.602,red,151.4,-6.5,1.3,red
3078,102.703,red,152.3,-6.0,-1.2,red
3081,102.803,red,153.7,-6.3,0.9,red
3084,102.903,red,153.7,-6.0,0.3,red
3087,103.003,red,152.4,-5.8,1.8,red
3090,103.103,red,152.3,-7.3,-0.0,red
3093,103.203,red,151.8,-6.3,1.4,red
3096,103.303,red,151.3,-6.5,1.9,red
3099,103.403,red,150.5,-4.3,1.9,red
3102,103.503,red,152.0,-6.2,1.5,red
3105,103.604,red,151.4,-6.2,2.9,red
3108,103.704,red,154.1,-4.9,1.2,red
3111,103.804,red,154.8,-5.6,0.8,red
3114,103.904,red,155.2,-4.9,-0.6,red
3117,104.004,red,155.2,-4.9,-0.0,red
3120,104.104,red,152.7,-5.0,1.3,red
3123,104.204,red,152.4,-6.2,-0.0,red
3126,104.304,red,152.3,-5.6,-0.2,red
3129,104.404,red,154.8,-6.2,1.5,red
3132,104.504,red,154.5,-6.1,1.6,red
3135,104.604,red,153.4,-6.9,1.1,red
3138,104.705,red,151.6,-6.4,1.6,red
3141,104.805,red,152.5,-7.4,0.3,red
3144,104.905,red,153.2,-5.9,0.9,red
3147,105.005,red,153.2,-6.5,1.4,red
3150,105.105,red,154.7,-6.3,1.8,red
3153,105.205,red,155.1,-6.4,1.1,red
3156,105.305,red,153.0,-7.0,-0.5,red
3159,105.405,red,152.3,-5.9,0.5,red
3162,105.505,red,154.3,-5.4,-0.8,red
3165,105.606,red,152.6,-7.9,1.7,red
3168,105.706,red,153.3,-5.1,1.8,red
3171,105.806,red,152.0,-5.8,2.3,red
3174,105.906,red,153.1,-6.3,0.3,red
3177,106.006,red,153.1,-6.0,2.5,red
3180,106.106,red,153.8,-3.9,0.5,red
3183,106.206,red,154.7,-6.3,1.4,red
3186,106.306,red,154.4,-4.8,1.3,red
3189,106.406,red,154.1,-5.6,1.1,red
3192,106.506,red,154.1,-5.2,1.1,red
3195,106.606,red,155.1,-4.9,0.9,red
3198,106.707,red,152.6,-6.4,0.7,red
3201,106.807,red,153.4,-6.3,1.2,red
3204,106.907,red,152.9,-5.9,1.3,red
3207,107.007,red,152.7,-5.9,0.9,red
3210,107.107,red,152.2,-5.6,1.0,red
3213,107.207,red,152.8,-5.5,-0.2,red
3216,107.307,red,152.5,-5.8,1.8,red
3219,107.407,red,152.7,-4.9,-0.3,red
3222,107.507,red,152.6,-6.3,1.3,red
3225,107.608,red,152.9,-5.4,-0.4,red
3228,107.708,red,153.3,-5.6,0.1,red
3231,107.808,red,151.9,-5.0,0.8,red
3234,107.908,red,152.6,-6.3,1.1,red
3237,108.008,red,152.1,-5.1,0.3,red
3240,108.108,red,154.2,-5.9,1.1,red
3243,108.208,red,154.6,-6.3,-0.1,red
3246,108.308,red,154.3,-5.1,0.8,red
3249,108.408,red,152.5,-5.4,1.0,red
3252,108.508,red,154.4,-4.2,0.9,red
3255,108.608,red,153.5,-6.5,0.6,red
3258,108.709,red,153.5,-6.8,0.7,red
3261,108.809,red,152.6,-6.3,0.2,red
3264,108.909,red,154.0,-5.7,1.4,red
3267,109.009,red,153.9,-5.9,1.1,red
3270,109.109,red,153.6,-5.7,0.1,red
3273,109.209,red,153.2,-5.5,1.0,red
3276,109.309,red,152.8,-5.9,2.2,red
3279,109.409,red,152.5,-6.1,-0.7,red
3282,109.509,red,153.9,-4.4,1.6,red
3285,109.61,red,153.3,-7.4,0.7,red
3288,109.71,red,152.0,-5.9,0.8,red
3291,109.81,red,152.8,-6.3,0.4,red
3294,109.91,red,152.1,-6.0,1.1,red
3297,110.01,red,153.2,-7.3,1.2,red
3300,110.11,red,153.2,-6.9,0.5,red
3303,110.21,red,152.6,-7.0,0.4,red
3306,110.31,red,153.5,-7.4,1.6,red
3309,110.41,red,152.7,-5.6,1.2,red
3312,110.51,red,154.3,-5.4,0.7,red
3315,110.61,red,152.0,-5.2,1.1,red
3318,110.711,red,152.2,-4.4,1.9,red
3321,110.811,red,150.4,-4.6,0.7,red
3324,110.911,red,152.0,-4.4,2.0,red
3327,111.011,red,151.8,-4.8,0.9,red
3330,111.111,red,152.8,-6.6,1.8,red
3333,111.211,red,153.1,-5.6,0.5,red
3336,111.311,red,152.8,-6.2,0.9,red
3339,111.411,red,153.1,-5.5,1.7,red
3342,111.511,red_amber,153.0,69.4,-0.8,red
3345,111.612,red_amber,153.2,67.9,0.2,red
3348,111.712,red_amber,151.3,67.1,0.5,red
3351,111.812,red_amber,152.2,67.0,-0.7,red
3354,111.912,red_amber,150.6,67.0,0.6,red
3357,112.012,red_amber,153.0,67.2,0.7,red
3360,112.112,red_amber,151.5,66.7,0.4,red
3363,112.212,red_amber,151.5,65.3,-0.2,red
3366,112.312,occluded,150.9,65.7,0.1,red
3369,112.412,occluded,150.4,65.5,0.8,red
3372,112.512,occluded,151.6,65.9,-0.1,red
3375,112.612,occluded,151.5,65.1,-0.1,red
3378,112.713,occluded,150.1,64.7,0.1,red
3381,112.813,occluded,149.3,64.3,1.8,red
3384,112.913,occluded,148.8,64.3,0.4,red
3387,113.013,occluded,146.9,64.8,-0.9,red
3390,113.113,red_amber,148.1,64.6,-0.4,red
3393,113.213,red_amber,149.1,64.4,0.6,red
3396,113.313,red_amber,148.5,63.7,0.6,red
3399,113.413,red_amber,147.8,64.7,-0.2,red
3402,113.513,red_amber,148.1,64.5,-0.2,red
3405,113.614,red_amber,147.5,64.3,-1.0,red
3408,113.714,red_amber,146.9,64.3,0.5,red
3411,113.814,red_amber,145.6,64.6,0.2,red
3414,113.914,red_amber,145.8,64.3,0.2,red
3417,114.014,red_amber,145.6,63.4,0.8,red
3420,114.114,red_amber,146.1,64.4,-0.2,red
3423,114.214,red_amber,146.9,64.8,-0.5,red
3426,114.314,red_amber,146.8,64.0,-0.6,red
3429,114.414,red_amber,147.3,64.0,-0.5,red
